행정구역,계_0~4세,계_5~9세,계_10~14세,계_15~19세,계_20~24세,계_25~29세,계_30~34세,계_35~39세,계_40~44세,계_45~49세,계_50~54세,계_55~59세,계_60~64세,계_65~69세,계_70~74세,계_75~79세,계_80~84세,계_85~89세,계_90~94세,계_95~99세,계_100세 이상,남_총인구수,남_연령구간인구수,남_0~4세,남_5~9세,남_10~14세,남_15~19세,남_20~24세,남_25~29세,남_30~34세,남_35~39세,남_40~44세,남_45~49세,남_50~54세,남_55~59세,남_60~64세,남_65~69세,남_70~74세,남_75~79세,남_80~84세,남_85~89세,남_90~94세,남_95~99세,남_100세 이상,여_총인구수,여_연령구간인구수,여_0~4세,여_5~9세,여_10~14세,여_15~19세,여_20~24세,여_25~29세,여_30~34세,여_35~39세,여_40~44세,여_45~49세,여_50~54세,여_55~59세,여_60~64세,여_65~69세,여_70~74세,여_75~79세,여_80~84세,여_85~89세,여_90~94세,여_95~99세,여_100세 이상
전라남도 강진군 (4681000000),690,956,"1,205","1,239","1,562","1,235","1,021","1,311","1,577","2,043","2,523","3,053","3,665","2,736","2,687","2,443","2,395","1,249",502,74,28,"16,570","16,570",322,492,619,644,891,700,528,671,847,"1,148","1,425","1,611","1,874","1,342","1,242",979,810,313,92,14,6,"17,624","17,624",368,464,586,595,671,535,493,640,730,895,"1,098","1,442","1,791","1,394","1,445","1,464","1,585",936,410,60,22
전라남도 해남군 (4682000000),"1,757","2,001","2,391","2,664","3,111","2,407","2,102","2,671","3,430","4,342","5,394","6,033","7,127","5,503","5,169","4,719","4,104","2,069",723,159,41,"33,608","33,608",933,967,"1,227","1,396","1,773","1,338","1,127","1,412","1,862","2,470","3,050","3,293","3,693","2,640","2,443","1,901","1,410",518,128,27,0,"34,309","34,309",824,"1,034","1,164","1,268","1,338","1,069",975,"1,259","1,568","1,872","2,344","2,740","3,434","2,863","2,726","2,818","2,694","1,551",595,132,41
전라남도 영암군 (4683000000),"1,422","1,882","2,124","2,249","2,801","2,174","1,860","2,672","3,298","3,988","4,612","4,831","4,778","3,608","3,208","3,003","2,689","1,458",456,104,19,"27,567","27,567",722,949,"1,107","1,209","1,654","1,267",987,"1,468","1,981","2,366","2,672","2,767","2,573","1,790","1,477","1,185",875,408,88,20,2,"25,669","25,669",700,933,"1,017","1,040","1,147",907,873,"1,204","1,317","1,622","1,940","2,064","2,205","1,818","1,731","1,818","1,814","1,050",368,84,17
전라남도 무안군 (4684000000),"3,111","4,982","5,149","4,318","4,857","4,415","4,404","6,418","7,212","6,923","6,829","6,313","6,470","4,911","4,219","3,621","2,925","1,471",505,105,26,"44,817","44,817","1,615","2,547","2,603","2,193","2,655","2,317","2,241","3,260","3,706","3,723","3,797","3,422","3,331","2,414","2,038","1,515",956,384,87,10,3,"44,367","44,367","1,496","2,435","2,546","2,125","2,202","2,098","2,163","3,158","3,506","3,200","3,032","2,891","3,139","2,497","2,181","2,106","1,969","1,087",418,95,23
전라남도 함평군 (4686000000),552,712,967,"1,077","1,302","1,049",877,"1,050","1,417","1,926","2,447","2,879","3,408","2,719","2,527","2,475","2,335","1,195",426,89,15,"15,835","15,835",289,364,512,586,737,657,478,555,840,"1,150","1,481","1,656","1,856","1,376","1,170",945,758,309,103,13,0,"15,609","15,609",263,348,455,491,565,392,399,495,577,776,966,"1,223","1,552","1,343","1,357","1,530","1,577",886,323,76,15
전라남도 영광군 (4687000000),"2,011","1,679","1,996","2,104","2,503","2,316","2,232","2,467","2,853","3,474","4,077","4,338","4,787","3,790","3,676","3,355","2,806","1,372",442,105,24,"26,195","26,195","1,017",852,"1,026","1,122","1,448","1,273","1,122","1,307","1,558","1,992","2,338","2,334","2,498","1,869","1,688","1,342",927,373,101,8,0,"26,212","26,212",994,827,970,982,"1,055","1,043","1,110","1,160","1,295","1,482","1,739","2,004","2,289","1,921","1,988","2,013","1,879",999,341,97,24
전라남도 장성군 (4688000000),"1,106","1,481","1,549","1,634","1,984","2,084","1,549","1,949","2,425","2,930","3,523","3,883","4,208","3,297","3,083","2,735","2,472","1,377",423,99,17,"22,457","22,457",574,739,823,848,"1,163","1,255",823,"1,049","1,356","1,667","2,071","2,175","2,293","1,689","1,444","1,126",845,399,94,23,1,"21,351","21,351",532,742,726,786,821,829,726,900,"1,069","1,263","1,452","1,708","1,915","1,608","1,639","1,609","1,627",978,329,76,16
전라남도 완도군 (4689000000),"1,285","1,722","1,735","1,805","2,079","1,691","1,514","2,244","2,882","3,194","3,740","4,207","4,817","3,897","3,784","3,546","3,055","1,477",496,122,16,"24,836","24,836",655,893,904,930,"1,218","1,001",820,"1,215","1,654","1,900","2,189","2,284","2,380","1,966","1,774","1,491","1,050",391,103,16,2,"24,472","24,472",630,829,831,875,861,690,694,"1,029","1,228","1,294","1,551","1,923","2,437","1,931","2,010","2,055","2,005","1,086",393,106,14
전라남도 진도군 (4690000000),688,920,"1,061","1,116","1,343","1,144",920,"1,221","1,531","1,946","2,331","2,635","3,116","2,326","2,335","2,242","2,061",974,313,71,12,"15,021","15,021",310,477,522,575,797,666,469,674,872,"1,152","1,355","1,442","1,597","1,160","1,131",849,669,234,58,12,0,"15,285","15,285",378,443,539,541,546,478,451,547,659,794,976,"1,193","1,519","1,166","1,204","1,393","1,392",740,255,59,12
전라남도 신안군 (4691000000),648,843,964,"1,046","1,373","1,292","1,140","1,445","1,843","2,361","3,086","3,838","4,382","3,465","3,199","3,065","2,717","1,376",430,89,12,"20,633","20,633",335,431,485,547,820,792,694,933,"1,214","1,592","1,952","2,288","2,474","1,851","1,617","1,262",911,332,82,17,4,"17,981","17,981",313,412,479,499,553,500,446,512,629,769,"1,134","1,550","1,908","1,614","1,582","1,803","1,806","1,044",348,72,8
경상북도  (4700000000),"75,039","107,879","110,364","113,091","142,261","138,160","127,680","156,079","178,262","200,599","227,317","226,596","241,594","185,500","136,133","105,653","89,039","50,167","16,195","3,389",652,"1,326,218","1,326,218","38,440","55,706","57,460","59,916","79,911","79,078","69,951","81,639","93,276","104,273","118,104","117,248","122,087","90,558","65,017","43,540","31,469","14,486","3,395",568,96,"1,305,431","1,305,431","36,599","52,173","52,904","53,175","62,350","59,082","57,729","74,440","84,986","96,326","109,213","109,348","119,507","94,942","71,116","62,113","57,570","35,681","12,800","2,821",556
경상북도 포항시 (4711000000),"14,894","23,362","23,304","22,999","28,542","28,372","25,548","32,643","36,910","39,929","44,838","44,195","46,882","35,029","22,648","15,061","10,630","5,413","1,848",372,70,"254,961","254,961","7,699","12,137","12,066","12,208","16,159","16,633","14,055","16,854","18,830","19,972","22,691","22,061","22,767","17,351","11,148","6,556","3,905","1,467",325,64,13,"248,528","248,528","7,195","11,225","11,238","10,791","12,383","11,739","11,493","15,789","18,080","19,957","22,147","22,134","24,115","17,678","11,500","8,505","6,725","3,946","1,523",308,57
경상북도 포항시 남구 (4711100000),"6,327","10,496","10,667","10,381","13,052","13,681","11,516","14,733","17,063","18,503","20,844","20,034","21,592","16,449","10,654","6,935","4,720","2,328",758,169,38,"119,374","119,374","3,291","5,426","5,524","5,545","7,598","8,302","6,548","7,735","8,936","9,510","10,981","10,297","10,571","8,207","5,278","3,113","1,748",607,120,29,8,"111,566","111,566","3,036","5,070","5,143","4,836","5,454","5,379","4,968","6,998","8,127","8,993","9,863","9,737","11,021","8,242","5,376","3,822","2,972","1,721",638,140,30
경상북도 포항시 북구 (4711300000),"8,567","12,866","12,637","12,618","15,490","14,691","14,032","17,910","19,847","21,426","23,994","24,161","25,290","18,580","11,994","8,126","5,910","3,085","1,090",203,32,"135,587","135,587","4,408","6,711","6,542","6,663","8,561","8,331","7,507","9,119","9,894","10,462","11,710","11,764","12,196","9,144","5,870","3,443","2,157",860,205,35,5,"136,962","136,962","4,159","6,155","6,095","5,955","6,929","6,360","6,525","8,791","9,953","10,964","12,284","12,397","13,094","9,436","6,124","4,683","3,753","2,225",885,168,27
경상북도 경주시 (4713000000),"6,468","9,272","9,925","10,475","13,650","12,443","11,415","13,475","16,310","19,859","23,183","23,352","23,994","18,654","14,034","10,726","8,488","4,847","1,504",296,68,"126,344","126,344","3,281","4,743","5,111","5,543","7,603","7,124","6,276","7,035","8,601","10,222","11,969","12,129","12,060","8,975","6,612","4,461","2,873","1,364",296,53,13,"126,094","126,094","3,187","4,529","4,814","4,932","6,047","5,319","5,139","6,440","7,709","9,637","11,214","11,223","11,934","9,679","7,422","6,265","5,615","3,483","1,208",243,55
경상북도 김천시 (4715000000),"4,418","5,732","5,879","6,454","7,385","7,025","6,574","8,039","9,172","10,041","11,672","11,804","12,864","10,181","7,486","5,857","5,304","3,042","1,058",200,32,"70,335","70,335","2,314","2,928","3,115","3,582","4,075","3,978","3,556","4,131","4,857","5,271","6,106","6,156","6,520","4,873","3,509","2,352","1,821",920,239,29,3,"69,884","69,884","2,104","2,804","2,764","2,872","3,310","3,047","3,018","3,908","4,315","4,770","5,566","5,648","6,344","5,308","3,977","3,505","3,483","2,122",819,171,29
경상북도 안동시 (4717000000),"4,212","6,064","6,488","6,972","8,448","8,074","6,951","8,271","9,947","11,816","13,037","12,705","14,832","11,820","8,954","7,599","6,360","3,610","1,207",273,50,"78,027","78,027","2,189","3,188","3,382","3,640","4,552","4,468","3,719","4,220","5,085","6,180","6,818","6,434","7,406","5,533","4,292","3,142","2,353","1,105",250,61,10,"79,663","79,663","2,023","2,876","3,106","3,332","3,896","3,606","3,232","4,051","4,862","5,636","6,219","6,271","7,426","6,287","4,662","4,457","4,007","2,505",957,212,40
경상북도 구미시 (4719000000),"16,099","23,711","22,677","21,634","26,620","28,997","28,965","35,084","36,496","36,228","37,748","31,961","26,439","15,797","9,520","6,680","5,279","3,029",984,220,39,"212,803","212,803","8,206","12,240","11,885","11,247","15,025","16,021","15,747","18,399","18,843","17,898","18,817","16,736","13,795","7,916","4,533","2,671","1,764",830,193,34,3,"201,404","201,404","7,893","11,471","10,792","10,387","11,595","12,976","13,218","16,685","17,653","18,330","18,931","15,225","12,644","7,881","4,987","4,009","3,515","2,199",791,186,36
경상북도 영주시 (4721000000),"2,227","3,628","4,170","4,522","5,285","4,321","3,623","4,618","6,022","7,507","8,712","8,743","10,401","8,696","6,453","5,274","4,564","2,481",869,210,51,"50,799","50,799","1,153","1,886","2,101","2,443","3,063","2,543","2,030","2,384","3,104","3,881","4,553","4,443","5,117","4,054","3,099","2,209","1,748",747,199,33,9,"51,578","51,578","1,074","1,742","2,069","2,079","2,222","1,778","1,593","2,234","2,918","3,626","4,159","4,300","5,284","4,642","3,354","3,065","2,816","1,734",670,177,42
경상북도 영천시 (4723000000),"2,704","2,928","3,175","3,470","5,134","4,824","4,332","4,880","5,403","7,003","8,719","9,287","10,658","8,693","7,066","5,551","4,569","2,609",715,114,22,"51,819","51,819","1,365","1,505","1,708","1,865","3,079","2,850","2,347","2,655","2,959","3,856","4,698","4,923","5,503","4,277","3,437","2,251","1,594",752,167,23,5,"50,037","50,037","1,339","1,423","1,467","1,605","2,055","1,974","1,985","2,225","2,444","3,147","4,021","4,364","5,155","4,416","3,629","3,300","2,975","1,857",548,91,17
경상북도 상주시 (4725000000),"2,055","2,946","3,478","3,981","4,485","3,347","3,147","4,036","4,843","6,276","7,668","8,622","10,435","8,525","6,816","5,578","5,404","3,149","1,068",263,38,"47,186","47,186","1,039","1,565","1,824","2,118","2,563","1,967","1,670","2,178","2,576","3,328","4,139","4,504","5,272","4,077","3,207","2,190","1,818",902,202,44,3,"48,974","48,974","1,016","1,381","1,654","1,863","1,922","1,380","1,477","1,858","2,267","2,948","3,529","4,118","5,163","4,448","3,609","3,388","3,586","2,247",866,219,35
경상북도 문경시 (4728000000),"1,644","2,253","2,547","2,956","3,528","2,691","2,345","3,183","3,819","4,784","5,584","6,232","7,592","6,341","4,976","4,152","3,745","1,989",679,163,39,"34,994","34,994",844,"1,166","1,381","1,604","1,989","1,541","1,269","1,655","2,031","2,579","2,967","3,173","3,751","3,050","2,296","1,671","1,319",532,144,23,9,"36,248","36,248",800,"1,087","1,166","1,352","1,539","1,150","1,076","1,528","1,788","2,205","2,617","3,059","3,841","3,291","2,680","2,481","2,426","1,457",535,140,30
경상북도 경산시 (4729000000),"8,309","11,668","11,305","11,620","18,253","18,202","15,555","17,587","19,703","21,969","23,733","21,793","21,379","15,545","11,620","8,293","6,335","3,361","1,018",171,34,"134,544","134,544","4,225","5,927","5,826","6,037","9,646","10,273","8,565","9,281","10,201","11,168","11,863","10,954","10,672","7,404","5,344","3,555","2,296","1,038",238,25,6,"132,909","132,909","4,084","5,741","5,479","5,583","8,607","7,929","6,990","8,306","9,502","10,801","11,870","10,839","10,707","8,141","6,276","4,738","4,039","2,323",780,146,28
경상북도 군위군 (4772000000),276,351,448,469,721,698,577,658,857,"1,188","1,730","2,379","2,956","2,573","2,137","1,850","1,675",987,287,49,14,"11,709","11,709",148,184,246,257,422,441,362,355,500,699,"1,002","1,330","1,593","1,336","1,067",788,605,302,63,8,1,"11,171","11,171",128,167,202,212,299,257,215,303,357,489,728,"1,049","1,363","1,237","1,070","1,062","1,070",685,224,41,13
경상북도 의성군 (4773000000),945,900,"1,043","1,176","1,463","1,522","1,454","1,635","1,925","2,591","3,592","4,747","6,335","5,781","4,645","4,194","3,897","2,350",682,138,27,"24,964","24,964",510,466,536,613,843,895,830,889,"1,105","1,534","2,026","2,499","3,272","2,841","2,156","1,717","1,365",685,159,20,3,"26,078","26,078",435,434,507,563,620,627,624,746,820,"1,057","1,566","2,248","3,063","2,940","2,489","2,477","2,532","1,665",523,118,24
경상북도 청송군 (4775000000),422,528,541,632,805,827,743,859,992,"1,319","2,007","2,559","3,053","2,609","2,122","1,856","1,663",894,278,44,15,"12,346","12,346",219,267,296,332,454,530,451,481,562,756,"1,096","1,343","1,544","1,282","1,038",740,595,297,58,2,3,"12,422","12,422",203,261,245,300,351,297,292,378,430,563,911,"1,216","1,509","1,327","1,084","1,116","1,068",597,220,42,12
경상북도 영양군 (4776000000),313,391,446,465,572,538,467,532,690,926,"1,283","1,577","1,919","1,650","1,286","1,312","1,166",586,214,47,16,"8,175","8,175",163,208,230,241,337,313,259,288,407,553,764,830,972,838,617,516,418,159,49,11,2,"8,221","8,221",150,183,216,224,235,225,208,244,283,373,519,747,947,812,669,796,748,427,165,36,14
경상북도 영덕군 (4777000000),663,881,974,"1,081","1,181","1,132",949,"1,326","1,636","2,095","2,779","3,182","3,999","3,574","2,987","2,812","2,563","1,356",437,104,21,"16,933","16,933",304,465,489,561,665,676,511,682,865,"1,180","1,567","1,659","1,946","1,681","1,352","1,007",857,367,79,17,3,"18,799","18,799",359,416,485,520,516,456,438,644,771,915,"1,212","1,523","2,053","1,893","1,635","1,805","1,706",989,358,87,18
경상북도 청도군 (4782000000),595,833,"1,066","1,152","1,428","1,270","1,166","1,451","1,881","2,394","3,153","3,942","5,221","4,608","3,840","2,822","2,656","1,686",525,106,9,"20,551","20,551",308,423,536,603,824,760,659,747,989,"1,372","1,688","2,102","2,681","2,298","1,881","1,160",935,456,110,18,1,"21,253","21,253",287,410,530,549,604,510,507,704,892,"1,022","1,465","1,840","2,540","2,310","1,959","1,662","1,721","1,230",415,88,8
경상북도 고령군 (4783000000),560,805,914,"1,033","1,313","1,070",945,"1,190","1,533","2,098","2,686","3,084","3,576","2,913","2,284","1,816","1,684","1,007",274,61,9,"15,851","15,851",287,423,480,561,766,625,520,638,858,"1,189","1,557","1,720","1,918","1,516","1,088",742,571,312,62,14,4,"15,004","15,004",273,382,434,472,547,445,425,552,675,909,"1,129","1,364","1,658","1,397","1,196","1,074","1,113",695,212,47,5
경상북도 성주군 (4784000000),980,883,"1,059","1,150","1,602","1,695","1,503","1,696","1,992","2,589","3,545","4,603","5,439","4,288","3,455","2,409","2,176","1,377",432,81,10,"22,248","22,248",498,437,571,645,946,"1,037",820,915,"1,199","1,522","1,994","2,494","2,954","2,188","1,694","1,054",812,358,96,14,0,"20,716","20,716",482,446,488,505,656,658,683,781,793,"1,067","1,551","2,109","2,485","2,100","1,761","1,355","1,364","1,019",336,67,10
경상북도 칠곡군 (4785000000),"3,418","5,582","5,752","5,661","6,056","5,679","5,945","8,190","9,913","10,602","10,518","9,261","8,631","5,944","4,256","3,378","2,880","1,644",543,105,23,"59,388","59,388","1,741","2,904","2,971","3,028","3,566","3,154","3,268","4,415","5,303","5,731","5,633","5,068","4,648","2,961","2,058","1,312",978,492,137,18,2,"54,593","54,593","1,677","2,678","2,781","2,633","2,490","2,525","2,677","3,775","4,610","4,871","4,885","4,193","3,983","2,983","2,198","2,066","1,902","1,152",406,87,21
경상북도 예천군 (4790000000),"1,940","2,597","2,423","2,019","2,100","1,997","2,343","3,065","3,624","3,561","3,768","4,187","5,180","4,559","3,604","3,121","3,114","1,941",565,114,23,"27,430","27,430",968,"1,325","1,258","1,091","1,183","1,122","1,218","1,492","1,873","2,014","2,038","2,126","2,658","2,214","1,704","1,317","1,122",578,101,26,2,"28,415","28,415",972,"1,272","1,165",928,917,875,"1,125","1,573","1,751","1,547","1,730","2,061","2,522","2,345","1,900","1,804","1,992","1,363",464,88,21
경상북도 봉화군 (4792000000),545,733,846,"1,001","1,023",872,799,"1,027","1,306","1,788","2,429","3,142","3,837","3,224","2,513","2,147","2,092","1,209",385,114,25,"15,662","15,662",265,391,432,537,611,526,462,533,747,"1,059","1,334","1,690","1,993","1,694","1,232",874,771,388,109,13,1,"15,395","15,395",280,342,414,464,412,346,337,494,559,729,"1,095","1,452","1,844","1,530","1,281","1,273","1,321",821,276,101,24
경상북도 울진군 (4793000000),"1,192","1,596","1,671","1,950","2,288","2,112","1,957","2,162","2,742","3,321","4,083","4,307","4,924","3,742","2,829","2,710","2,473","1,418",558,126,14,"24,193","24,193",625,818,893,"1,050","1,322","1,303","1,126","1,134","1,447","1,867","2,263","2,334","2,492","1,804","1,360","1,056",815,368,104,12,0,"23,982","23,982",567,778,778,900,966,809,831,"1,028","1,295","1,454","1,820","1,973","2,432","1,938","1,469","1,654","1,658","1,050",454,114,14
경상북도 울릉군 (4794000000),160,235,233,219,379,452,377,472,546,715,850,932,"1,048",754,602,455,322,182,65,18,3,"4,956","4,956",89,110,123,110,218,298,231,278,334,442,521,540,553,395,293,199,134,67,15,6,0,"4,063","4,063",71,125,110,109,161,154,146,194,212,273,329,392,495,359,309,256,188,115,50,12,3
경상남도  (4800000000),"101,863","156,077","162,985","157,921","188,373","182,375","169,720","217,811","254,983","276,032","300,606","275,876","283,780","201,702","143,155","104,339","83,168","45,366","15,122","2,971",510,"1,674,003","1,674,003","52,395","80,198","84,179","83,437","105,081","101,717","90,209","112,571","131,582","141,762","153,664","141,372","142,510","98,789","67,384","42,981","28,604","12,093","2,942",444,89,"1,650,732","1,650,732","49,468","75,879","78,806","74,484","83,292","80,658","79,511","105,240","123,401","134,270","146,942","134,504","141,270","102,913","75,771","61,358","54,564","33,273","12,180","2,527",421
경상남도 창원시 (4812000000),"32,459","48,416","49,690","48,709","62,517","65,309","59,858","71,695","81,517","85,666","94,986","89,187","88,201","60,632","39,363","25,365","18,103","9,251","3,020",603,88,"524,211","524,211","16,690","25,054","25,636","25,832","34,875","36,567","32,218","37,465","41,996","43,120","46,927","44,587","43,887","29,696","18,737","11,032","6,634","2,579",567,98,14,"510,424","510,424","15,769","23,362","24,054","22,877","27,642","28,742","27,640","34,230","39,521","42,546","48,059","44,600","44,314","30,936","20,626","14,333","11,469","6,672","2,453",505,74
경상남도 창원시 의창구 (4812100000),"7,327","10,207","9,829","9,534","13,847","14,738","13,100","15,551","16,614","17,568","20,784","20,181","19,061","12,300","7,415","4,620","3,353","1,808",618,112,22,"111,364","111,364","3,785","5,180","5,078","5,132","7,671","8,274","7,043","8,123","8,657","8,821","10,021","10,189","9,706","6,160","3,720","2,022","1,164",483,118,13,4,"107,225","107,225","3,542","5,027","4,751","4,402","6,176","6,464","6,057","7,428","7,957","8,747","10,763","9,992","9,355","6,140","3,695","2,598","2,189","1,325",500,99,18
경상남도 창원시 성산구 (4812300000),"7,650","11,158","12,455","13,562","18,005","19,853","17,399","17,164","19,086","22,083","26,583","24,651","20,188","10,489","5,633","3,144","2,323","1,374",455,96,11,"129,261","129,261","3,898","5,775","6,533","7,210","10,066","11,106","9,519","8,945","9,501","10,286","12,446","12,338","10,754","5,453","2,852","1,386",769,328,75,18,3,"124,101","124,101","3,752","5,383","5,922","6,352","7,939","8,747","7,880","8,219","9,585","11,797","14,137","12,313","9,434","5,036","2,781","1,758","1,554","1,046",380,78,8
경상남도 창원시 마산합포구 (4812500000),"5,331","7,961","7,316","6,810","9,649","9,530","9,260","12,122","13,489","13,125","14,841","14,629","17,398","13,903","10,018","6,814","4,883","2,450",872,177,22,"89,869","89,869","2,774","4,115","3,747","3,554","5,392","5,205","4,938","6,398","7,200","6,827","7,505","7,214","8,236","6,550","4,632","2,909","1,780",691,169,31,2,"90,731","90,731","2,557","3,846","3,569","3,256","4,257","4,325","4,322","5,724","6,289","6,298","7,336","7,415","9,162","7,353","5,386","3,905","3,103","1,759",703,146,20
경상남도 창원시 마산회원구 (4812700000),"4,765","7,817","8,742","9,055","10,857","10,729","9,295","11,504","14,175","15,449","17,284","16,434","17,463","13,415","9,214","5,826","3,916","1,752",503,107,20,"94,325","94,325","2,421","4,051","4,574","4,734","6,040","5,930","4,949","5,999","7,256","7,843","8,672","8,112","8,349","6,401","4,221","2,612","1,537",512,92,18,2,"93,997","93,997","2,344","3,766","4,168","4,321","4,817","4,799","4,346","5,505","6,919","7,606","8,612","8,322","9,114","7,014","4,993","3,214","2,379","1,240",411,89,18
경상남도 창원시 진해구 (4812900000),"7,386","11,273","11,348","9,748","10,159","10,459","10,804","15,354","18,153","17,441","15,494","13,292","14,091","10,525","7,083","4,961","3,628","1,867",572,111,13,"99,392","99,392","3,812","5,933","5,704","5,202","5,706","6,052","5,769","8,000","9,382","9,343","8,283","6,734","6,842","5,132","3,312","2,103","1,384",565,113,18,3,"94,370","94,370","3,574","5,340","5,644","4,546","4,453","4,407","5,035","7,354","8,771","8,098","7,211","6,558","7,249","5,393","3,771","2,858","2,244","1,302",459,93,10
경상남도 진주시 (4817000000),"10,910","16,484","17,490","17,243","22,881","21,998","18,878","22,120","25,362","28,258","30,462","26,494","28,126","20,064","14,814","10,953","8,360","4,510","1,510",321,76,"171,664","171,664","5,648","8,534","9,145","9,147","12,440","12,208","10,038","11,023","12,652","14,047","15,068","13,078","13,556","9,431","6,725","4,567","2,867","1,146",281,47,16,"175,650","175,650","5,262","7,950","8,345","8,096","10,441","9,790","8,840","11,097","12,710","14,211","15,394","13,416","14,570","10,633","8,089","6,386","5,493","3,364","1,229",274,60
경상남도 통영시 (4822000000),"3,050","5,925","6,787","5,894","5,925","4,873","5,068","7,852","10,090","10,865","11,257","10,725","12,131","9,042","6,671","4,551","3,265","1,665",550,108,18,"63,445","63,445","1,521","2,997","3,470","3,082","3,371","2,645","2,616","4,017","5,348","5,911","5,973","5,407","5,922","4,384","3,216","1,877","1,104",456,111,14,3,"62,867","62,867","1,529","2,928","3,317","2,812","2,554","2,228","2,452","3,835","4,742","4,954","5,284","5,318","6,209","4,658","3,455","2,674","2,161","1,209",439,94,15
경상남도 사천시 (4824000000),"3,056","4,778","5,382","4,802","5,327","5,216","4,841","6,555","8,352","9,142","9,511","8,674","9,612","7,544","6,030","4,700","3,826","2,106",717,142,25,"55,697","55,697","1,577","2,472","2,755","2,519","3,113","3,206","2,701","3,448","4,361","4,937","5,103","4,563","4,685","3,649","2,760","1,851","1,300",557,121,13,6,"54,641","54,641","1,479","2,306","2,627","2,283","2,214","2,010","2,140","3,107","3,991","4,205","4,408","4,111","4,927","3,895","3,270","2,849","2,526","1,549",596,129,19
경상남도 사천남양출장소 (4824500000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도 김해시 (4825000000),"18,546","28,598","30,544","29,910","35,341","32,793","29,499","37,851","45,800","51,196","53,635","43,963","37,993","23,723","15,756","10,938","7,923","3,957","1,247",213,51,"272,845","272,845","9,540","14,535","15,594","15,719","19,365","17,842","15,476","19,271","22,951","25,277","27,072","22,956","19,710","11,845","7,189","4,520","2,668","1,042",227,34,12,"266,632","266,632","9,006","14,063","14,950","14,191","15,976","14,951","14,023","18,580","22,849","25,919","26,563","21,007","18,283","11,878","8,567","6,418","5,255","2,915","1,020",179,39
경상남도 장유출장소 (4825200000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도 밀양시 (4827000000),"2,203","3,183","3,714","3,898","4,610","4,263","3,743","4,867","5,885","6,858","8,610","9,711","11,929","9,773","7,227","5,534","4,479","2,555",780,138,26,"51,065","51,065","1,121","1,636","1,913","2,075","2,619","2,528","2,031","2,540","3,077","3,674","4,406","4,871","5,887","4,746","3,376","2,232","1,457",696,158,18,4,"52,921","52,921","1,082","1,547","1,801","1,823","1,991","1,735","1,712","2,327","2,808","3,184","4,204","4,840","6,042","5,027","3,851","3,302","3,022","1,859",622,120,22
경상남도 거제시 (4831000000),"9,328","15,816","14,935","12,931","12,789","10,723","12,805","21,582","23,744","23,666","21,905","17,467","17,211","10,896","6,750","4,353","3,198","1,913",674,138,28,"127,340","127,340","4,859","8,164","7,711","6,843","7,336","5,972","6,628","11,399","12,909","12,821","11,967","9,285","8,912","5,505","3,464","1,841","1,093",493,108,22,8,"115,512","115,512","4,469","7,652","7,224","6,088","5,453","4,751","6,177","10,183","10,835","10,845","9,938","8,182","8,299","5,391","3,286","2,512","2,105","1,420",566,116,20
경상남도 양산시 (4833000000),"14,016","19,593","18,081","16,528","19,317","20,703","20,895","27,205","30,904","30,379","31,241","27,531","27,054","18,488","12,654","8,965","6,193","3,030",965,204,35,"177,443","177,443","7,196","9,962","9,241","8,505","10,476","10,996","10,746","13,982","15,771","15,392","15,498","14,146","13,441","8,853","5,878","3,905","2,260",934,226,32,3,"176,538","176,538","6,820","9,631","8,840","8,023","8,841","9,707","10,149","13,223","15,133","14,987","15,743","13,385","13,613","9,635","6,776","5,060","3,933","2,096",739,172,32
경상남도 양산시웅상출장소 (4833200000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도 의령군 (4872000000),437,598,677,787,977,968,767,907,"1,159","1,578","2,108","2,376","3,196","2,525","2,025","1,860","1,908","1,193",410,68,6,"13,055","13,055",207,330,345,431,554,553,409,488,652,916,"1,209","1,291","1,731","1,311",952,668,627,278,88,14,1,"13,475","13,475",230,268,332,356,423,415,358,419,507,662,899,"1,085","1,465","1,214","1,073","1,192","1,281",915,322,54,5
경상남도 함안군 (4873000000),"1,335","2,427","3,010","2,873","2,781","2,458","2,220","3,006","4,211","4,829","5,463","5,555","6,480","5,042","3,719","2,913","2,700","1,508",509,78,10,"32,100","32,100",692,"1,206","1,553","1,552","1,604","1,480","1,176","1,503","2,220","2,668","3,066","3,020","3,434","2,560","1,851","1,133",866,404,95,14,3,"31,027","31,027",643,"1,221","1,457","1,321","1,177",978,"1,044","1,503","1,991","2,161","2,397","2,535","3,046","2,482","1,868","1,780","1,834","1,104",414,64,7
